dataset,setting,seed,method,adaptive_min_edges,best_val,test_at_best_val,macro_f1,macro_f1_at_best_val,best_observed_test,final_test,train_comm,inference_comm,peer_to_peer_comm,global_readout_comm,total_comm,protocol_type,label_protocol,training_protocol,validation_protocol,validation_evaluator,active_party_id,passive_label_access,local_training_labels,validation_label_protocol,topology_evaluator,local_training_protocol,validation_split_mode,topology_val_fraction,topology_val_count,selection_val_count,topology_objective,joint_lambda,active_readout_acc,local_post_consensus_mean_acc,active_party_post_consensus_acc,local_worst_acc,local_best_acc,dropout_protocol,dropout_rate,dropout_seed,remaining_parties,dropped_party_ids,test_acc_after_dropout,local_post_consensus_acc_after_dropout,num_edges,peer_comm,readout_comm,control_plane_comm,final_edges,topology_update_comm,topology_eval_count,topology_update_time,useful_useful_edges,useful_noisy_edges,noisy_noisy_edges,selected_edges,useful_party_mask,party_view_names,party_reliabilities,party_permutation,prediction_cache_path,prediction_cache_fingerprint
DBLP,hard,42,full_mesh,5,0.8814814686775208,0.8648648858070374,0.8492971556961271,0.8492971556961271,0.8648648858070374,0.8439803719520569,0,6815760,6815760,243420,7059180,peer_to_peer_topology,all_supervised,supervised,shared_val,all_parties,0,True,all_parties_supervised_simulation,all_parties,all_parties,all_parties_supervised,shared,1.0,810,810,active,0.5,0.8648648858070374,0.4271089295546214,0.36486485600471497,0.3255528211593628,0.8746928572654724,none,0.0,0,15,[],-1.0,-1.0,105,6815760,243420,0,105,0,0,0.0,3,36,66,"[[0,1],[0,2],[0,3],[0,4],[0,5],[0,6],[0,7],[0,8],[0,9],[0,10],[0,11],[0,12],[0,13],[0,14],[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[1,8],[1,9],[1,10],[1,11],[1,12],[1,13],[1,14],[2,3],[2,4],[2,5],[2,6],[2,7],[2,8],[2,9],[2,10],[2,11],[2,12],[2,13],[2,14],[3,4],[3,5],[3,6],[3,7],[3,8],[3,9],[3,10],[3,11],[3,12],[3,13],[3,14],[4,5],[4,6],[4,7],[4,8],[4,9],[4,10],[4,11],[4,12],[4,13],[4,14],[5,6],[5,7],[5,8],[5,9],[5,10],[5,11],[5,12],[5,13],[5,14],[6,7],[6,8],[6,9],[6,10],[6,11],[6,12],[6,13],[6,14],[7,8],[7,9],[7,10],[7,11],[7,12],[7,13],[7,14],[8,9],[8,10],[8,11],[8,12],[8,13],[8,14],[9,10],[9,11],[9,12],[9,13],[9,14],[10,11],[10,12],[10,13],[10,14],[11,12],[11,13],[11,14],[12,13],[12,14],[13,14]]","[false, false, true, false, false, false, true, false, true, false, false, false, false, false, false]","[""RANDOM"", ""RANDOM"", ""APCPA"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""APTPA"", ""RANDOM"", ""APA"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM""]","[0.2716049253940582, 0.28024691343307495, 0.8913580179214478, 0.2679012417793274, 0.2716049253940582, 0.28148147463798523, 0.4654321074485779, 0.25925925374031067, 0.5111111402511597, 0.2419753074645996, 0.26419752836227417, 0.2617284059524536, 0.25061729550361633, 0.30987653136253357, 0.24938271939754486]","[9, 12, 1, 13, 3, 8, 2, 4, 0, 11, 6, 10, 14, 5, 7]",C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\results\core_cache_v2\dblp_hard_useful3_seed42_party_preds.pt,39e4cf6382caa8e42920e91ba9db9bec9c549cdaf71c70b6d61fa0cbe1032260
DBLP,hard,42,adaptive_pair,5,0.8790123462677002,0.8624078631401062,0.845603318028106,0.845603318028106,0.8636363744735718,0.8390663266181946,0,908768,908768,227192,1135960,peer_to_peer_topology,all_supervised,supervised,shared_val,all_parties,0,True,all_parties_supervised_simulation,all_parties,all_parties,all_parties_supervised,shared,1.0,810,810,active,0.5,0.8624078631401062,0.3725634733835856,0.2616707682609558,0.2444717437028885,0.8783783912658691,none,0.0,0,15,[],-1.0,-1.0,14,908768,227192,729000,14,729000,0,1.453347400019993,3,0,11,"[[0,4],[0,9],[1,7],[1,14],[2,6],[2,8],[3,12],[3,14],[4,5],[5,13],[6,8],[7,13],[9,11],[11,12]]","[false, false, true, false, false, false, true, false, true, false, false, false, false, false, false]","[""RANDOM"", ""RANDOM"", ""APCPA"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""APTPA"", ""RANDOM"", ""APA"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM""]","[0.2716049253940582, 0.28024691343307495, 0.8913580179214478, 0.2679012417793274, 0.2716049253940582, 0.28148147463798523, 0.4654321074485779, 0.25925925374031067, 0.5111111402511597, 0.2419753074645996, 0.26419752836227417, 0.2617284059524536, 0.25061729550361633, 0.30987653136253357, 0.24938271939754486]","[9, 12, 1, 13, 3, 8, 2, 4, 0, 11, 6, 10, 14, 5, 7]",C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\results\core_cache_v2\dblp_hard_useful3_seed42_party_preds.pt,39e4cf6382caa8e42920e91ba9db9bec9c549cdaf71c70b6d61fa0cbe1032260
DBLP,hard,42,adaptive_complementarity,5,0.8629629611968994,0.8452088236808777,0.8225165497658595,0.8225165497658595,0.8464373350143433,0.8316953182220459,0,908768,908768,227192,1135960,peer_to_peer_topology,all_supervised,supervised,shared_val,all_parties,0,True,all_parties_supervised_simulation,all_parties,all_parties,all_parties_supervised,shared,1.0,810,810,active,0.5,0.8452088236808777,0.38796069025993346,0.2690417766571045,0.24570024013519287,0.8796069025993347,none,0.0,0,15,[],-1.0,-1.0,14,908768,227192,729000,14,729000,0,1.0360160000418546,1,4,9,"[[0,1],[0,4],[1,14],[2,10],[2,12],[3,7],[3,12],[4,5],[5,13],[6,8],[6,14],[7,11],[8,13],[10,11]]","[false, false, true, false, false, false, true, false, true, false, false, false, false, false, false]","[""RANDOM"", ""RANDOM"", ""APCPA"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""APTPA"", ""RANDOM"", ""APA"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM""]","[0.2716049253940582, 0.28024691343307495, 0.8913580179214478, 0.2679012417793274, 0.2716049253940582, 0.28148147463798523, 0.4654321074485779, 0.25925925374031067, 0.5111111402511597, 0.2419753074645996, 0.26419752836227417, 0.2617284059524536, 0.25061729550361633, 0.30987653136253357, 0.24938271939754486]","[9, 12, 1, 13, 3, 8, 2, 4, 0, 11, 6, 10, 14, 5, 7]",C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\results\core_cache_v2\dblp_hard_useful3_seed42_party_preds.pt,39e4cf6382caa8e42920e91ba9db9bec9c549cdaf71c70b6d61fa0cbe1032260
DBLP,hard,42,adaptive_graph_val,5,0.9160493612289429,0.8845208883285522,0.8728846508252774,0.8728846508252774,0.8918918967247009,0.8918918967247009,0,324560,324560,97368,421928,peer_to_peer_topology,all_supervised,supervised,shared_val,all_parties,0,True,all_parties_supervised_simulation,all_parties,all_parties,all_parties_supervised,shared,1.0,810,810,active,0.5,0.8845208883285522,0.36068795720736185,0.27149876952171326,0.2493857443332672,0.8771498799324036,none,0.0,0,15,[],-1.0,-1.0,5,324560,97368,729000,5,729000,7695,16.71033809996152,1,1,3,"[[0,7],[0,14],[2,8],[4,7],[4,8]]","[false, false, true, false, false, false, true, false, true, false, false, false, false, false, false]","[""RANDOM"", ""RANDOM"", ""APCPA"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""APTPA"", ""RANDOM"", ""APA"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM""]","[0.2716049253940582, 0.28024691343307495, 0.8913580179214478, 0.2679012417793274, 0.2716049253940582, 0.28148147463798523, 0.4654321074485779, 0.25925925374031067, 0.5111111402511597, 0.2419753074645996, 0.26419752836227417, 0.2617284059524536, 0.25061729550361633, 0.30987653136253357, 0.24938271939754486]","[9, 12, 1, 13, 3, 8, 2, 4, 0, 11, 6, 10, 14, 5, 7]",C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\results\core_cache_v2\dblp_hard_useful3_seed42_party_preds.pt,39e4cf6382caa8e42920e91ba9db9bec9c549cdaf71c70b6d61fa0cbe1032260
DBLP,hard,43,full_mesh,5,0.8975308537483215,0.9029483795166016,0.8938707880813144,0.8938707880813144,0.9029483795166016,0.8857493996620178,0,6815760,6815760,243420,7059180,peer_to_peer_topology,all_supervised,supervised,shared_val,all_parties,0,True,all_parties_supervised_simulation,all_parties,all_parties,all_parties_supervised,shared,1.0,810,810,active,0.5,0.9029483795166016,0.44209664265314735,0.3697788715362549,0.3427518308162689,0.9250614047050476,none,0.0,0,15,[],-1.0,-1.0,105,6815760,243420,0,105,0,0,0.0,3,36,66,"[[0,1],[0,2],[0,3],[0,4],[0,5],[0,6],[0,7],[0,8],[0,9],[0,10],[0,11],[0,12],[0,13],[0,14],[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[1,8],[1,9],[1,10],[1,11],[1,12],[1,13],[1,14],[2,3],[2,4],[2,5],[2,6],[2,7],[2,8],[2,9],[2,10],[2,11],[2,12],[2,13],[2,14],[3,4],[3,5],[3,6],[3,7],[3,8],[3,9],[3,10],[3,11],[3,12],[3,13],[3,14],[4,5],[4,6],[4,7],[4,8],[4,9],[4,10],[4,11],[4,12],[4,13],[4,14],[5,6],[5,7],[5,8],[5,9],[5,10],[5,11],[5,12],[5,13],[5,14],[6,7],[6,8],[6,9],[6,10],[6,11],[6,12],[6,13],[6,14],[7,8],[7,9],[7,10],[7,11],[7,12],[7,13],[7,14],[8,9],[8,10],[8,11],[8,12],[8,13],[8,14],[9,10],[9,11],[9,12],[9,13],[9,14],[10,11],[10,12],[10,13],[10,14],[11,12],[11,13],[11,14],[12,13],[12,14],[13,14]]","[false, false, false, false, false, false, false, true, false, false, false, true, true, false, false]","[""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""APCPA"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""APA"", ""APTPA"", ""RANDOM"", ""RANDOM""]","[0.28148147463798523, 0.2839506268501282, 0.2617284059524536, 0.25432097911834717, 0.2777777910232544, 0.2716049253940582, 0.2567901313304901, 0.914814829826355, 0.27654320001602173, 0.2530864179134369, 0.25432097911834717, 0.47160494327545166, 0.4543209969997406, 0.25925925374031067, 0.24567900598049164]","[8, 4, 9, 13, 6, 3, 12, 1, 14, 11, 7, 0, 2, 10, 5]",C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\results\core_cache_v2\dblp_hard_useful3_seed43_party_preds.pt,cacde95ed31c0aa1422a61a91fb46c818de87bafbb59d648ebefd33c8b25d4a4
DBLP,hard,43,adaptive_pair,5,0.8913580179214478,0.8943489193916321,0.8832021477140426,0.8832021477140426,0.8955773711204529,0.875921368598938,0,908768,908768,243420,1152188,peer_to_peer_topology,all_supervised,supervised,shared_val,all_parties,0,True,all_parties_supervised_simulation,all_parties,all_parties,all_parties_supervised,shared,1.0,810,810,active,0.5,0.8943489193916321,0.3847665856281916,0.2751842737197876,0.24201473593711853,0.9226044416427612,none,0.0,0,15,[],-1.0,-1.0,14,908768,243420,729000,14,729000,0,1.445166000019526,3,0,11,"[[0,1],[0,8],[1,4],[2,3],[2,9],[3,13],[4,8],[5,10],[6,13],[6,14],[7,11],[7,12],[9,14],[11,12]]","[false, false, false, false, false, false, false, true, false, false, false, true, true, false, false]","[""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""APCPA"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""APA"", ""APTPA"", ""RANDOM"", ""RANDOM""]","[0.28148147463798523, 0.2839506268501282, 0.2617284059524536, 0.25432097911834717, 0.2777777910232544, 0.2716049253940582, 0.2567901313304901, 0.914814829826355, 0.27654320001602173, 0.2530864179134369, 0.25432097911834717, 0.47160494327545166, 0.4543209969997406, 0.25925925374031067, 0.24567900598049164]","[8, 4, 9, 13, 6, 3, 12, 1, 14, 11, 7, 0, 2, 10, 5]",C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\results\core_cache_v2\dblp_hard_useful3_seed43_party_preds.pt,cacde95ed31c0aa1422a61a91fb46c818de87bafbb59d648ebefd33c8b25d4a4
DBLP,hard,43,adaptive_complementarity,5,0.8876543045043945,0.8783783912658691,0.8600230994906282,0.8600230994906282,0.8943489193916321,0.8710073828697205,0,908768,908768,227192,1135960,peer_to_peer_topology,all_supervised,supervised,shared_val,all_parties,0,True,all_parties_supervised_simulation,all_parties,all_parties,all_parties_supervised,shared,1.0,810,810,active,0.5,0.8783783912658691,0.40204750100771586,0.6081081032752991,0.23955774307250977,0.9189189076423645,none,0.0,0,15,[],-1.0,-1.0,14,908768,227192,729000,14,729000,0,1.090223099992727,1,4,9,"[[0,1],[0,7],[1,8],[2,7],[2,9],[4,13],[4,14],[5,6],[5,10],[6,14],[8,12],[9,10],[11,12],[11,13]]","[false, false, false, false, false, false, false, true, false, false, false, true, true, false, false]","[""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""APCPA"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""APA"", ""APTPA"", ""RANDOM"", ""RANDOM""]","[0.28148147463798523, 0.2839506268501282, 0.2617284059524536, 0.25432097911834717, 0.2777777910232544, 0.2716049253940582, 0.2567901313304901, 0.914814829826355, 0.27654320001602173, 0.2530864179134369, 0.25432097911834717, 0.47160494327545166, 0.4543209969997406, 0.25925925374031067, 0.24567900598049164]","[8, 4, 9, 13, 6, 3, 12, 1, 14, 11, 7, 0, 2, 10, 5]",C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\results\core_cache_v2\dblp_hard_useful3_seed43_party_preds.pt,cacde95ed31c0aa1422a61a91fb46c818de87bafbb59d648ebefd33c8b25d4a4
DBLP,hard,43,adaptive_graph_val,5,0.9271605014801025,0.9176903963088989,0.90999983299268,0.90999983299268,0.9238329529762268,0.9103193879127502,0,324560,324560,81140,405700,peer_to_peer_topology,all_supervised,supervised,shared_val,all_parties,0,True,all_parties_supervised_simulation,all_parties,all_parties,all_parties_supervised,shared,1.0,810,810,active,0.5,0.9176903963088989,0.383865683277448,0.2764127850532532,0.2309582382440567,0.9226044416427612,none,0.0,0,15,[],-1.0,-1.0,5,324560,81140,729000,5,729000,7629,16.391179199999897,1,2,2,"[[0,9],[0,13],[7,9],[7,11],[11,13]]","[false, false, false, false, false, false, false, true, false, false, false, true, true, false, false]","[""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""APCPA"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""APA"", ""APTPA"", ""RANDOM"", ""RANDOM""]","[0.28148147463798523, 0.2839506268501282, 0.2617284059524536, 0.25432097911834717, 0.2777777910232544, 0.2716049253940582, 0.2567901313304901, 0.914814829826355, 0.27654320001602173, 0.2530864179134369, 0.25432097911834717, 0.47160494327545166, 0.4543209969997406, 0.25925925374031067, 0.24567900598049164]","[8, 4, 9, 13, 6, 3, 12, 1, 14, 11, 7, 0, 2, 10, 5]",C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\results\core_cache_v2\dblp_hard_useful3_seed43_party_preds.pt,cacde95ed31c0aa1422a61a91fb46c818de87bafbb59d648ebefd33c8b25d4a4
DBLP,hard,44,full_mesh,5,0.86543208360672,0.8685503602027893,0.8585107201042393,0.8585107201042393,0.872235894203186,0.8574938774108887,0,6815760,6815760,243420,7059180,peer_to_peer_topology,all_supervised,supervised,shared_val,all_parties,0,True,all_parties_supervised_simulation,all_parties,all_parties,all_parties_supervised,shared,1.0,810,810,active,0.5,0.8685503602027893,0.4176085154215495,0.37714987993240356,0.31572481989860535,0.8882063627243042,none,0.0,0,15,[],-1.0,-1.0,105,6815760,243420,0,105,0,0,0.0,3,36,66,"[[0,1],[0,2],[0,3],[0,4],[0,5],[0,6],[0,7],[0,8],[0,9],[0,10],[0,11],[0,12],[0,13],[0,14],[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[1,8],[1,9],[1,10],[1,11],[1,12],[1,13],[1,14],[2,3],[2,4],[2,5],[2,6],[2,7],[2,8],[2,9],[2,10],[2,11],[2,12],[2,13],[2,14],[3,4],[3,5],[3,6],[3,7],[3,8],[3,9],[3,10],[3,11],[3,12],[3,13],[3,14],[4,5],[4,6],[4,7],[4,8],[4,9],[4,10],[4,11],[4,12],[4,13],[4,14],[5,6],[5,7],[5,8],[5,9],[5,10],[5,11],[5,12],[5,13],[5,14],[6,7],[6,8],[6,9],[6,10],[6,11],[6,12],[6,13],[6,14],[7,8],[7,9],[7,10],[7,11],[7,12],[7,13],[7,14],[8,9],[8,10],[8,11],[8,12],[8,13],[8,14],[9,10],[9,11],[9,12],[9,13],[9,14],[10,11],[10,12],[10,13],[10,14],[11,12],[11,13],[11,14],[12,13],[12,14],[13,14]]","[false, false, false, false, false, true, false, false, false, false, true, true, false, false, false]","[""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""APCPA"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""APTPA"", ""APA"", ""RANDOM"", ""RANDOM"", ""RANDOM""]","[0.26049381494522095, 0.24320988357067108, 0.25925925374031067, 0.29629629850387573, 0.24938271939754486, 0.8777777552604675, 0.2666666805744171, 0.2469135820865631, 0.2777777910232544, 0.2777777910232544, 0.48148149251937866, 0.47777777910232544, 0.27654320001602173, 0.25432097911834717, 0.27654320001602173]","[6, 11, 10, 4, 7, 1, 12, 14, 8, 9, 2, 0, 5, 3, 13]",C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\results\core_cache_v2\dblp_hard_useful3_seed44_party_preds.pt,2e73289384f52343e400371d12c6bcc67ee3b087e7fd2261e59e72d04e0b5ac6
DBLP,hard,44,adaptive_pair,5,0.8617283701896667,0.8624078631401062,0.850358353201246,0.850358353201246,0.8648648858070374,0.8538083434104919,0,973680,973680,243420,1217100,peer_to_peer_topology,all_supervised,supervised,shared_val,all_parties,0,True,all_parties_supervised_simulation,all_parties,all_parties,all_parties_supervised,shared,1.0,810,810,active,0.5,0.8624078631401062,0.3746928721666336,0.2862407863140106,0.2444717437028885,0.8918918967247009,none,0.0,0,15,[],-1.0,-1.0,15,973680,243420,729000,15,729000,0,1.4675134000135586,3,0,12,"[[0,1],[0,4],[1,4],[2,12],[2,13],[3,9],[3,14],[5,10],[5,11],[6,7],[6,13],[7,8],[8,12],[9,14],[10,11]]","[false, false, false, false, false, true, false, false, false, false, true, true, false, false, false]","[""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""APCPA"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""APTPA"", ""APA"", ""RANDOM"", ""RANDOM"", ""RANDOM""]","[0.26049381494522095, 0.24320988357067108, 0.25925925374031067, 0.29629629850387573, 0.24938271939754486, 0.8777777552604675, 0.2666666805744171, 0.2469135820865631, 0.2777777910232544, 0.2777777910232544, 0.48148149251937866, 0.47777777910232544, 0.27654320001602173, 0.25432097911834717, 0.27654320001602173]","[6, 11, 10, 4, 7, 1, 12, 14, 8, 9, 2, 0, 5, 3, 13]",C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\results\core_cache_v2\dblp_hard_useful3_seed44_party_preds.pt,2e73289384f52343e400371d12c6bcc67ee3b087e7fd2261e59e72d04e0b5ac6
