dataset,setting,seed,method,adaptive_min_edges,best_val,test_at_best_val,macro_f1,macro_f1_at_best_val,best_observed_test,final_test,train_comm,inference_comm,peer_to_peer_comm,global_readout_comm,total_comm,protocol_type,label_protocol,training_protocol,validation_protocol,validation_evaluator,active_party_id,passive_label_access,local_training_labels,validation_label_protocol,topology_evaluator,local_training_protocol,validation_split_mode,topology_val_fraction,topology_val_count,selection_val_count,topology_objective,joint_lambda,active_readout_acc,local_post_consensus_mean_acc,active_party_post_consensus_acc,local_worst_acc,local_best_acc,dropout_protocol,dropout_rate,dropout_seed,remaining_parties,dropped_party_ids,test_acc_after_dropout,local_post_consensus_acc_after_dropout,num_edges,peer_comm,readout_comm,control_plane_comm,final_edges,topology_update_comm,topology_eval_count,topology_update_time,useful_useful_edges,useful_noisy_edges,noisy_noisy_edges,selected_edges,useful_party_mask,party_view_names,party_reliabilities,party_permutation,prediction_cache_path,prediction_cache_fingerprint
DBLP,hard,42,full_mesh,5,0.8790123462677002,0.8611793518066406,0.8447557556591133,0.8447557556591133,0.8624078631401062,0.8402948379516602,0,10223640,10223640,243420,10467060,peer_to_peer_topology,all_supervised,supervised,shared_val,all_parties,0,True,all_parties_supervised_simulation,all_parties,all_parties,all_parties_supervised,shared,1.0,810,810,active,0.5,0.8611793518066406,0.48370188077290854,0.4312039315700531,0.3857493996620178,0.875921368598938,none,0.0,0,15,[],-1.0,-1.0,105,10223640,243420,0,105,0,0,0.0,3,36,66,"[[0,1],[0,2],[0,3],[0,4],[0,5],[0,6],[0,7],[0,8],[0,9],[0,10],[0,11],[0,12],[0,13],[0,14],[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[1,8],[1,9],[1,10],[1,11],[1,12],[1,13],[1,14],[2,3],[2,4],[2,5],[2,6],[2,7],[2,8],[2,9],[2,10],[2,11],[2,12],[2,13],[2,14],[3,4],[3,5],[3,6],[3,7],[3,8],[3,9],[3,10],[3,11],[3,12],[3,13],[3,14],[4,5],[4,6],[4,7],[4,8],[4,9],[4,10],[4,11],[4,12],[4,13],[4,14],[5,6],[5,7],[5,8],[5,9],[5,10],[5,11],[5,12],[5,13],[5,14],[6,7],[6,8],[6,9],[6,10],[6,11],[6,12],[6,13],[6,14],[7,8],[7,9],[7,10],[7,11],[7,12],[7,13],[7,14],[8,9],[8,10],[8,11],[8,12],[8,13],[8,14],[9,10],[9,11],[9,12],[9,13],[9,14],[10,11],[10,12],[10,13],[10,14],[11,12],[11,13],[11,14],[12,13],[12,14],[13,14]]","[false, false, true, false, false, false, true, false, true, false, false, false, false, false, false]","[""RANDOM"", ""RANDOM"", ""APCPA"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""APTPA"", ""RANDOM"", ""APA"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM""]","[0.2716049253940582, 0.28024691343307495, 0.8913580179214478, 0.2679012417793274, 0.2716049253940582, 0.28148147463798523, 0.4654321074485779, 0.25925925374031067, 0.5111111402511597, 0.2419753074645996, 0.26419752836227417, 0.2617284059524536, 0.25061729550361633, 0.30987653136253357, 0.24938271939754486]","[9, 12, 1, 13, 3, 8, 2, 4, 0, 11, 6, 10, 14, 5, 7]",C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\results\core_cache_v2\dblp_hard_useful3_seed42_party_preds.pt,39e4cf6382caa8e42920e91ba9db9bec9c549cdaf71c70b6d61fa0cbe1032260
DBLP,hard,42,adaptive_pair,5,0.8740741014480591,0.8562653660774231,0.8381580544959344,0.8381580544959344,0.859950840473175,0.8390663266181946,0,1363152,1363152,227192,1590344,peer_to_peer_topology,all_supervised,supervised,shared_val,all_parties,0,True,all_parties_supervised_simulation,all_parties,all_parties,all_parties_supervised,shared,1.0,810,810,active,0.5,0.8562653660774231,0.38009827534357704,0.25798526406288147,0.2493857443332672,0.8808353543281555,none,0.0,0,15,[],-1.0,-1.0,14,1363152,227192,729000,14,729000,0,1.2935477000282845,3,0,11,"[[0,4],[0,9],[1,7],[1,14],[2,6],[2,8],[3,12],[3,14],[4,5],[5,13],[6,8],[7,13],[9,11],[11,12]]","[false, false, true, false, false, false, true, false, true, false, false, false, false, false, false]","[""RANDOM"", ""RANDOM"", ""APCPA"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""APTPA"", ""RANDOM"", ""APA"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM""]","[0.2716049253940582, 0.28024691343307495, 0.8913580179214478, 0.2679012417793274, 0.2716049253940582, 0.28148147463798523, 0.4654321074485779, 0.25925925374031067, 0.5111111402511597, 0.2419753074645996, 0.26419752836227417, 0.2617284059524536, 0.25061729550361633, 0.30987653136253357, 0.24938271939754486]","[9, 12, 1, 13, 3, 8, 2, 4, 0, 11, 6, 10, 14, 5, 7]",C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\results\core_cache_v2\dblp_hard_useful3_seed42_party_preds.pt,39e4cf6382caa8e42920e91ba9db9bec9c549cdaf71c70b6d61fa0cbe1032260
DBLP,hard,42,adaptive_complementarity,5,0.8518518805503845,0.8304668068885803,0.8035164993056628,0.8035164993056628,0.8402948379516602,0.8218673467636108,0,1363152,1363152,243420,1606572,peer_to_peer_topology,all_supervised,supervised,shared_val,all_parties,0,True,all_parties_supervised_simulation,all_parties,all_parties,all_parties_supervised,shared,1.0,810,810,active,0.5,0.8304668068885803,0.40941850741704305,0.2886977791786194,0.2493857443332672,0.875921368598938,none,0.0,0,15,[],-1.0,-1.0,14,1363152,243420,729000,14,729000,0,1.3710225000104401,1,4,9,"[[0,4],[0,11],[1,7],[1,8],[2,4],[2,12],[3,11],[3,12],[5,13],[5,14],[6,8],[6,14],[7,13],[9,10]]","[false, false, true, false, false, false, true, false, true, false, false, false, false, false, false]","[""RANDOM"", ""RANDOM"", ""APCPA"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""APTPA"", ""RANDOM"", ""APA"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM""]","[0.2716049253940582, 0.28024691343307495, 0.8913580179214478, 0.2679012417793274, 0.2716049253940582, 0.28148147463798523, 0.4654321074485779, 0.25925925374031067, 0.5111111402511597, 0.2419753074645996, 0.26419752836227417, 0.2617284059524536, 0.25061729550361633, 0.30987653136253357, 0.24938271939754486]","[9, 12, 1, 13, 3, 8, 2, 4, 0, 11, 6, 10, 14, 5, 7]",C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\results\core_cache_v2\dblp_hard_useful3_seed42_party_preds.pt,39e4cf6382caa8e42920e91ba9db9bec9c549cdaf71c70b6d61fa0cbe1032260
DBLP,hard,42,adaptive_graph_val,5,0.9197530746459961,0.8869779109954834,0.8761790958987146,0.8761790958987146,0.8968058824539185,0.8820638656616211,0,486840,486840,97368,584208,peer_to_peer_topology,all_supervised,supervised,shared_val,all_parties,0,True,all_parties_supervised_simulation,all_parties,all_parties,all_parties_supervised,shared,1.0,810,810,active,0.5,0.8869779109954834,0.3961506942907969,0.7039312124252319,0.2493857443332672,0.8808353543281555,none,0.0,0,15,[],-1.0,-1.0,5,486840,97368,729000,5,729000,7732,22.52052270002605,1,2,2,"[[0,2],[0,7],[2,8],[4,12],[8,12]]","[false, false, true, false, false, false, true, false, true, false, false, false, false, false, false]","[""RANDOM"", ""RANDOM"", ""APCPA"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""APTPA"", ""RANDOM"", ""APA"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM""]","[0.2716049253940582, 0.28024691343307495, 0.8913580179214478, 0.2679012417793274, 0.2716049253940582, 0.28148147463798523, 0.4654321074485779, 0.25925925374031067, 0.5111111402511597, 0.2419753074645996, 0.26419752836227417, 0.2617284059524536, 0.25061729550361633, 0.30987653136253357, 0.24938271939754486]","[9, 12, 1, 13, 3, 8, 2, 4, 0, 11, 6, 10, 14, 5, 7]",C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\results\core_cache_v2\dblp_hard_useful3_seed42_party_preds.pt,39e4cf6382caa8e42920e91ba9db9bec9c549cdaf71c70b6d61fa0cbe1032260
DBLP,hard,43,full_mesh,5,0.8938271403312683,0.9004914164543152,0.889968830991617,0.889968830991617,0.9017199277877808,0.8832923769950867,0,10223640,10223640,243420,10467060,peer_to_peer_topology,all_supervised,supervised,shared_val,all_parties,0,True,all_parties_supervised_simulation,all_parties,all_parties,all_parties_supervised,shared,1.0,810,810,active,0.5,0.9004914164543152,0.4968059003353119,0.4508599638938904,0.4017198979854584,0.9226044416427612,none,0.0,0,15,[],-1.0,-1.0,105,10223640,243420,0,105,0,0,0.0,3,36,66,"[[0,1],[0,2],[0,3],[0,4],[0,5],[0,6],[0,7],[0,8],[0,9],[0,10],[0,11],[0,12],[0,13],[0,14],[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[1,8],[1,9],[1,10],[1,11],[1,12],[1,13],[1,14],[2,3],[2,4],[2,5],[2,6],[2,7],[2,8],[2,9],[2,10],[2,11],[2,12],[2,13],[2,14],[3,4],[3,5],[3,6],[3,7],[3,8],[3,9],[3,10],[3,11],[3,12],[3,13],[3,14],[4,5],[4,6],[4,7],[4,8],[4,9],[4,10],[4,11],[4,12],[4,13],[4,14],[5,6],[5,7],[5,8],[5,9],[5,10],[5,11],[5,12],[5,13],[5,14],[6,7],[6,8],[6,9],[6,10],[6,11],[6,12],[6,13],[6,14],[7,8],[7,9],[7,10],[7,11],[7,12],[7,13],[7,14],[8,9],[8,10],[8,11],[8,12],[8,13],[8,14],[9,10],[9,11],[9,12],[9,13],[9,14],[10,11],[10,12],[10,13],[10,14],[11,12],[11,13],[11,14],[12,13],[12,14],[13,14]]","[false, false, false, false, false, false, false, true, false, false, false, true, true, false, false]","[""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""APCPA"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""APA"", ""APTPA"", ""RANDOM"", ""RANDOM""]","[0.28148147463798523, 0.2839506268501282, 0.2617284059524536, 0.25432097911834717, 0.2777777910232544, 0.2716049253940582, 0.2567901313304901, 0.914814829826355, 0.27654320001602173, 0.2530864179134369, 0.25432097911834717, 0.47160494327545166, 0.4543209969997406, 0.25925925374031067, 0.24567900598049164]","[8, 4, 9, 13, 6, 3, 12, 1, 14, 11, 7, 0, 2, 10, 5]",C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\results\core_cache_v2\dblp_hard_useful3_seed43_party_preds.pt,cacde95ed31c0aa1422a61a91fb46c818de87bafbb59d648ebefd33c8b25d4a4
DBLP,hard,43,adaptive_pair,5,0.8864197731018066,0.8845208883285522,0.8676593752087296,0.8676593752087296,0.8943489193916321,0.8710073828697205,0,1363152,1363152,243420,1606572,peer_to_peer_topology,all_supervised,supervised,shared_val,all_parties,0,True,all_parties_supervised_simulation,all_parties,all_parties,all_parties_supervised,shared,1.0,810,810,active,0.5,0.8845208883285522,0.39279279311498005,0.2702702581882477,0.24692875146865845,0.9226044416427612,none,0.0,0,15,[],-1.0,-1.0,14,1363152,243420,729000,14,729000,0,1.5186839000380132,3,0,11,"[[0,1],[0,8],[1,4],[2,6],[3,9],[3,13],[4,8],[5,10],[5,14],[7,11],[7,12],[9,14],[10,13],[11,12]]","[false, false, false, false, false, false, false, true, false, false, false, true, true, false, false]","[""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""APCPA"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""APA"", ""APTPA"", ""RANDOM"", ""RANDOM""]","[0.28148147463798523, 0.2839506268501282, 0.2617284059524536, 0.25432097911834717, 0.2777777910232544, 0.2716049253940582, 0.2567901313304901, 0.914814829826355, 0.27654320001602173, 0.2530864179134369, 0.25432097911834717, 0.47160494327545166, 0.4543209969997406, 0.25925925374031067, 0.24567900598049164]","[8, 4, 9, 13, 6, 3, 12, 1, 14, 11, 7, 0, 2, 10, 5]",C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\results\core_cache_v2\dblp_hard_useful3_seed43_party_preds.pt,cacde95ed31c0aa1422a61a91fb46c818de87bafbb59d648ebefd33c8b25d4a4
DBLP,hard,43,adaptive_complementarity,5,0.8839505910873413,0.8771498799324036,0.8596190284216891,0.8596190284216891,0.8869779109954834,0.8611793518066406,0,1363152,1363152,227192,1590344,peer_to_peer_topology,all_supervised,supervised,shared_val,all_parties,0,True,all_parties_supervised_simulation,all_parties,all_parties,all_parties_supervised,shared,1.0,810,810,active,0.5,0.8771498799324036,0.42702702383200325,0.7309582233428955,0.2371007353067398,0.9189189076423645,none,0.0,0,15,[],-1.0,-1.0,14,1363152,227192,729000,14,729000,0,1.3237159000127576,1,4,9,"[[0,1],[0,7],[1,8],[2,7],[2,9],[4,13],[4,14],[5,6],[5,10],[6,14],[8,12],[9,10],[11,12],[11,13]]","[false, false, false, false, false, false, false, true, false, false, false, true, true, false, false]","[""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""APCPA"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""APA"", ""APTPA"", ""RANDOM"", ""RANDOM""]","[0.28148147463798523, 0.2839506268501282, 0.2617284059524536, 0.25432097911834717, 0.2777777910232544, 0.2716049253940582, 0.2567901313304901, 0.914814829826355, 0.27654320001602173, 0.2530864179134369, 0.25432097911834717, 0.47160494327545166, 0.4543209969997406, 0.25925925374031067, 0.24567900598049164]","[8, 4, 9, 13, 6, 3, 12, 1, 14, 11, 7, 0, 2, 10, 5]",C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\results\core_cache_v2\dblp_hard_useful3_seed43_party_preds.pt,cacde95ed31c0aa1422a61a91fb46c818de87bafbb59d648ebefd33c8b25d4a4
DBLP,hard,43,adaptive_graph_val,5,0.9259259104728699,0.9164619445800781,0.9086928697839222,0.9086928697839222,0.9250614047050476,0.9115478992462158,0,486840,486840,97368,584208,peer_to_peer_topology,all_supervised,supervised,shared_val,all_parties,0,True,all_parties_supervised_simulation,all_parties,all_parties,all_parties_supervised,shared,1.0,810,810,active,0.5,0.9164619445800781,0.40941850741704305,0.7530712485313416,0.23587223887443542,0.9189189076423645,none,0.0,0,15,[],-1.0,-1.0,5,486840,97368,729000,5,729000,7553,17.29988430000958,1,3,1,"[[0,7],[0,9],[7,11],[9,11],[10,12]]","[false, false, false, false, false, false, false, true, false, false, false, true, true, false, false]","[""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""APCPA"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""APA"", ""APTPA"", ""RANDOM"", ""RANDOM""]","[0.28148147463798523, 0.2839506268501282, 0.2617284059524536, 0.25432097911834717, 0.2777777910232544, 0.2716049253940582, 0.2567901313304901, 0.914814829826355, 0.27654320001602173, 0.2530864179134369, 0.25432097911834717, 0.47160494327545166, 0.4543209969997406, 0.25925925374031067, 0.24567900598049164]","[8, 4, 9, 13, 6, 3, 12, 1, 14, 11, 7, 0, 2, 10, 5]",C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\results\core_cache_v2\dblp_hard_useful3_seed43_party_preds.pt,cacde95ed31c0aa1422a61a91fb46c818de87bafbb59d648ebefd33c8b25d4a4
DBLP,hard,44,full_mesh,5,0.8641975522041321,0.8648648858070374,0.8536069468826252,0.8536069468826252,0.8710073828697205,0.8562653660774231,0,10223640,10223640,243420,10467060,peer_to_peer_topology,all_supervised,supervised,shared_val,all_parties,0,True,all_parties_supervised_simulation,all_parties,all_parties,all_parties_supervised,shared,1.0,810,810,active,0.5,0.8648648858070374,0.47117117047309875,0.4373464286327362,0.37223586440086365,0.8869779109954834,none,0.0,0,15,[],-1.0,-1.0,105,10223640,243420,0,105,0,0,0.0,3,36,66,"[[0,1],[0,2],[0,3],[0,4],[0,5],[0,6],[0,7],[0,8],[0,9],[0,10],[0,11],[0,12],[0,13],[0,14],[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[1,8],[1,9],[1,10],[1,11],[1,12],[1,13],[1,14],[2,3],[2,4],[2,5],[2,6],[2,7],[2,8],[2,9],[2,10],[2,11],[2,12],[2,13],[2,14],[3,4],[3,5],[3,6],[3,7],[3,8],[3,9],[3,10],[3,11],[3,12],[3,13],[3,14],[4,5],[4,6],[4,7],[4,8],[4,9],[4,10],[4,11],[4,12],[4,13],[4,14],[5,6],[5,7],[5,8],[5,9],[5,10],[5,11],[5,12],[5,13],[5,14],[6,7],[6,8],[6,9],[6,10],[6,11],[6,12],[6,13],[6,14],[7,8],[7,9],[7,10],[7,11],[7,12],[7,13],[7,14],[8,9],[8,10],[8,11],[8,12],[8,13],[8,14],[9,10],[9,11],[9,12],[9,13],[9,14],[10,11],[10,12],[10,13],[10,14],[11,12],[11,13],[11,14],[12,13],[12,14],[13,14]]","[false, false, false, false, false, true, false, false, false, false, true, true, false, false, false]","[""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""APCPA"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""APTPA"", ""APA"", ""RANDOM"", ""RANDOM"", ""RANDOM""]","[0.26049381494522095, 0.24320988357067108, 0.25925925374031067, 0.29629629850387573, 0.24938271939754486, 0.8777777552604675, 0.2666666805744171, 0.2469135820865631, 0.2777777910232544, 0.2777777910232544, 0.48148149251937866, 0.47777777910232544, 0.27654320001602173, 0.25432097911834717, 0.27654320001602173]","[6, 11, 10, 4, 7, 1, 12, 14, 8, 9, 2, 0, 5, 3, 13]",C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\results\core_cache_v2\dblp_hard_useful3_seed44_party_preds.pt,2e73289384f52343e400371d12c6bcc67ee3b087e7fd2261e59e72d04e0b5ac6
DBLP,hard,44,adaptive_pair,5,0.855555534362793,0.8611793518066406,0.8480039471626746,0.8480039471626746,0.8611793518066406,0.8476658463478088,0,1460520,1460520,243420,1703940,peer_to_peer_topology,all_supervised,supervised,shared_val,all_parties,0,True,all_parties_supervised_simulation,all_parties,all_parties,all_parties_supervised,shared,1.0,810,810,active,0.5,0.8611793518066406,0.3828009873628616,0.2800982892513275,0.2371007353067398,0.8931204080581665,none,0.0,0,15,[],-1.0,-1.0,15,1460520,243420,729000,15,729000,0,1.619957200018689,3,0,12,"[[0,1],[0,4],[1,4],[2,12],[2,13],[3,9],[3,14],[5,10],[5,11],[6,7],[6,13],[7,8],[8,12],[9,14],[10,11]]","[false, false, false, false, false, true, false, false, false, false, true, true, false, false, false]","[""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""APCPA"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""APTPA"", ""APA"", ""RANDOM"", ""RANDOM"", ""RANDOM""]","[0.26049381494522095, 0.24320988357067108, 0.25925925374031067, 0.29629629850387573, 0.24938271939754486, 0.8777777552604675, 0.2666666805744171, 0.2469135820865631, 0.2777777910232544, 0.2777777910232544, 0.48148149251937866, 0.47777777910232544, 0.27654320001602173, 0.25432097911834717, 0.27654320001602173]","[6, 11, 10, 4, 7, 1, 12, 14, 8, 9, 2, 0, 5, 3, 13]",C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\results\core_cache_v2\dblp_hard_useful3_seed44_party_preds.pt,2e73289384f52343e400371d12c6bcc67ee3b087e7fd2261e59e72d04e0b5ac6
