dataset,seed,method,best_val,test_at_best_val,macro_f1_at_best_val,best_observed_test,final_test,train_comm,inference_comm,final_edges
IMDB,44,adaptive_complementarity,0.3021363317966461,0.28629031777381897,0.17853875062834315,0.30745968222618103,0.2943548262119293,0,690480,14
IMDB,44,adaptive_graph_val,0.40284842252731323,0.40120965242385864,0.26599993379366843,0.40625,0.3951612710952759,0,246600,5
IMDB,45,local_uniform_vote,0.2990844249725342,0.27318546175956726,0.17840907814093168,0.2963709533214569,0.2701612710952759,0,0,0
IMDB,45,local_reliability_vote,0.30722278356552124,0.28125,0.1856941790101542,0.2963709533214569,0.28125,0,0,0
IMDB,45,fixed_ring,0.30620551109313965,0.28629031777381897,0.18832177839259867,0.2973790168762207,0.28125,0,739800,15
IMDB,45,random_regular,0.30620551109313965,0.28629031777381897,0.18718493990450796,0.2963709533214569,0.2842741906642914,0,739800,15
IMDB,45,expander,0.30620551109313965,0.2832661271095276,0.18644632220055898,0.2973790168762207,0.2832661271095276,0,739800,15
IMDB,45,full_mesh,0.30722278356552124,0.28830644488334656,0.18918983685828464,0.2963709533214569,0.2852822542190552,0,5178600,105
IMDB,45,adaptive_pair,0.3041709065437317,0.2832661271095276,0.18538289401447297,0.2963709533214569,0.27318546175956726,0,690480,14
IMDB,45,adaptive_complementarity,0.3082400858402252,0.29133063554763794,0.1896207842826982,0.2963709533214569,0.2852822542190552,0,739800,15
IMDB,45,adaptive_graph_val,0.4099694788455963,0.4082661271095276,0.2699122737668858,0.41129031777381897,0.40120965242385864,0,246600,5
IMDB,46,local_uniform_vote,0.3031536042690277,0.30544352531433105,0.19585914756061967,0.3155241906642914,0.2993951439857483,0,0,0
IMDB,46,local_reliability_vote,0.3082400858402252,0.3094758093357086,0.19921009367725578,0.32056450843811035,0.30745968222618103,0,0,0
IMDB,46,fixed_ring,0.31230926513671875,0.3114919364452362,0.2006748447295373,0.32258063554763794,0.3094758093357086,0,739800,15
IMDB,46,random_regular,0.3082400858402252,0.30342739820480347,0.19798631495108568,0.32157257199287415,0.30544352531433105,0,739800,15
IMDB,46,expander,0.3102746605873108,0.3104838728904724,0.19969200228874445,0.32258063554763794,0.3084677457809448,0,739800,15
IMDB,46,full_mesh,0.31230926513671875,0.3104838728904724,0.2011888228246422,0.3256048262119293,0.3104838728904724,0,5178600,105
IMDB,46,adaptive_pair,0.31230926513671875,0.3114919364452362,0.20155628569469303,0.32258063554763794,0.3104838728904724,0,739800,15
IMDB,46,adaptive_complementarity,0.31739571690559387,0.3114919364452362,0.2021403164729076,0.3256048262119293,0.3104838728904724,0,690480,14
IMDB,46,adaptive_graph_val,0.40691760182380676,0.38306450843811035,0.2602580760587622,0.3901209533214569,0.3760080635547638,0,246600,5
