party,val_auc_mean,test_auc_mean,val_test_gap,test_auc_std
rating_interaction_mf,0.7460477101691507,0.742081188197263,0.003966521971887738,0.0012264331530371661
user_profile_mlp,0.7362716448878629,0.7271535473725158,0.00911809751534709,0.0006332438533549072
popularity_temporal_mlp,0.7429564100324397,0.7269158332469539,0.01604057678548587,0.00585657844831759
movie_metadata_mlp,0.6844005570122408,0.6865856756092311,-0.002185118596990332,0.002570143977501717
genre_knn_mlp,0.672945752603461,0.6775183506187468,-0.004572598015285756,0.0022418572198484705
