dataset,setting,seed,method,d_ref,lr,weight_decay,epoch,train_loss,val_metric,selected_run
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,61,0.21549293398857117,0.7019867300987244,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,62,0.21016192436218262,0.7052980065345764,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,63,0.20502352714538574,0.7086092829704285,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,64,0.2000647634267807,0.7086092829704285,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,65,0.1952764242887497,0.7086092829704285,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,66,0.19064640998840332,0.7086092829704285,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,67,0.18617135286331177,0.7086092829704285,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,68,0.18184834718704224,0.7086092829704285,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,69,0.17767639458179474,0.7119205594062805,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,70,0.17364758253097534,0.7135761380195618,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,71,0.1697567254304886,0.7168874144554138,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,72,0.16600574553012848,0.7168874144554138,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,73,0.16240324079990387,0.7185430526733398,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,74,0.15894828736782074,0.7201986908912659,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,75,0.15563973784446716,0.7235099077224731,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,76,0.1524704396724701,0.7251655459403992,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,77,0.14943453669548035,0.7268211841583252,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,78,0.14651672542095184,0.7268211841583252,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,79,0.14370572566986084,0.7284768223762512,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,80,0.1409926861524582,0.7251655459403992,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,81,0.13837780058383942,0.7251655459403992,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,82,0.13585595786571503,0.7284768223762512,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,83,0.1334255337715149,0.7301324605941772,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,84,0.13108092546463013,0.7317880988121033,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,85,0.1288168728351593,0.7334437370300293,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,86,0.1266336739063263,0.7350993156433105,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,87,0.12452606111764908,0.7367549538612366,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,88,0.12248951196670532,0.7367549538612366,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,89,0.12051932513713837,0.7384105920791626,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,90,0.1186128705739975,0.7384105920791626,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,91,0.11676651984453201,0.7384105920791626,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,92,0.11497553437948227,0.7367549538612366,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,93,0.11323747038841248,0.7367549538612366,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,94,0.11155068129301071,0.7400662302970886,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,95,0.10991447418928146,0.7417218685150146,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,96,0.10832826048135757,0.7433775067329407,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,97,0.10678903013467789,0.7433775067329407,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,98,0.10529624670743942,0.7433775067329407,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,99,0.10384923219680786,0.7433775067329407,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,100,0.10244730114936829,0.7433775067329407,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,101,0.10109014809131622,0.7417218685150146,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,102,0.09977473318576813,0.7417218685150146,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,103,0.09849730134010315,0.7417218685150146,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,104,0.09725832939147949,0.7433775067329407,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,105,0.09605765342712402,0.7433775067329407,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,106,0.09489071369171143,0.7433775067329407,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,107,0.09375542402267456,0.7433775067329407,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,108,0.09265406429767609,0.7433775067329407,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,109,0.09158502519130707,0.7433775067329407,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,110,0.09054707735776901,0.7433775067329407,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,111,0.08953841775655746,0.7433775067329407,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,112,0.08855711668729782,0.7433775067329407,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,113,0.08760305494070053,0.7433775067329407,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,114,0.08667346835136414,0.7450330853462219,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,115,0.0857672467827797,0.7450330853462219,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,116,0.08488472551107407,0.7450330853462219,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,117,0.08402395248413086,0.7450330853462219,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,118,0.08318492770195007,0.746688723564148,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,119,0.08236297219991684,0.746688723564148,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,120,0.08155854791402817,0.746688723564148,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,121,0.08077214658260345,0.746688723564148,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,122,0.0800020694732666,0.746688723564148,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,123,0.07924575358629227,0.746688723564148,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,124,0.07850520312786102,0.746688723564148,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,125,0.07777871936559677,0.746688723564148,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,126,0.07706603407859802,0.746688723564148,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,127,0.07636699080467224,0.746688723564148,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,128,0.07568082958459854,0.746688723564148,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,129,0.07500708103179932,0.746688723564148,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,130,0.07434632629156113,0.746688723564148,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,131,0.07369819283485413,0.746688723564148,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,132,0.0730617344379425,0.746688723564148,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,133,0.07243819534778595,0.7450330853462219,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,134,0.07182859629392624,0.7450330853462219,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,135,0.07122920453548431,0.746688723564148,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,136,0.070635125041008,0.7450330853462219,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,137,0.07004904001951218,0.7450330853462219,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,138,0.0694732591509819,0.7450330853462219,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,139,0.0689057931303978,0.7450330853462219,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,140,0.0683460608124733,0.746688723564148,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,141,0.06779218465089798,0.7450330853462219,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,142,0.0672401413321495,0.7450330853462219,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,143,0.06669054925441742,0.7450330853462219,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,144,0.06614301353693008,0.7450330853462219,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,145,0.06560903787612915,0.7450330853462219,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,146,0.0650973916053772,0.748344361782074,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,147,0.0645977184176445,0.748344361782074,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,148,0.0641261488199234,0.748344361782074,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,149,0.063682422041893,0.748344361782074,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,150,0.06324198096990585,0.748344361782074,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,151,0.06279949098825455,0.748344361782074,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,152,0.0623573362827301,0.746688723564148,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,153,0.061920005828142166,0.748344361782074,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,154,0.061491917818784714,0.75,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,155,0.061074744910001755,0.751655638217926,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,156,0.060668572783470154,0.751655638217926,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,157,0.060270264744758606,0.751655638217926,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,158,0.05987842381000519,0.751655638217926,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,159,0.05949157103896141,0.75,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,160,0.05910932272672653,0.75,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,161,0.05873164162039757,0.75,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,162,0.0583588071167469,0.75,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,163,0.057991039007902145,0.75,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,164,0.0576285719871521,0.75,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,165,0.05727121978998184,0.75,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,166,0.05691895633935928,0.75,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,167,0.05657055601477623,0.75,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,168,0.056223366409540176,0.75,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,169,0.05587175488471985,0.748344361782074,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,170,0.05550665780901909,0.748344361782074,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,171,0.05512866750359535,0.746688723564148,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,172,0.054783690720796585,0.7433775067329407,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,173,0.05446462705731392,0.7433775067329407,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,174,0.05413656681776047,0.7450330853462219,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,175,0.053797993808984756,0.7450330853462219,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,176,0.05346183106303215,0.7450330853462219,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,177,0.05313444137573242,0.751655638217926,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,178,0.052815746515989304,0.751655638217926,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,179,0.05250195041298866,0.751655638217926,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,180,0.05219045653939247,0.75,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,181,0.051881443709135056,0.75,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,182,0.051575757563114166,0.75,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,183,0.05127362534403801,0.751655638217926,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,184,0.05097492039203644,0.751655638217926,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,185,0.050679102540016174,0.751655638217926,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,186,0.05038745701313019,0.751655638217926,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,187,0.050100021064281464,0.75,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,188,0.04981663450598717,0.75,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,189,0.0495368055999279,0.75,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,190,0.0492604561150074,0.75,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,191,0.04898668825626373,0.751655638217926,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,192,0.04871547594666481,0.751655638217926,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,193,0.04844692349433899,0.751655638217926,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,194,0.048181451857089996,0.751655638217926,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,195,0.04791940376162529,0.751655638217926,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,196,0.047660645097494125,0.751655638217926,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,197,0.047404758632183075,0.751655638217926,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,198,0.047151830047369,0.751655638217926,False
ACM,hard,42,Reliability-Selected Project-and-Mean,64,0.0003,0.0001,199,0.04690165817737579,0.751655638217926,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,0,1.0176324844360352,0.4321191906929016,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,1,0.9192071557044983,0.5430463552474976,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,2,0.8287297487258911,0.5794702172279358,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,3,0.7454497814178467,0.6026490330696106,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,4,0.6686599850654602,0.6208609342575073,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,5,0.5979609489440918,0.6225165724754333,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,6,0.5330824255943298,0.6291390657424927,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,7,0.474168062210083,0.6274834275245667,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,8,0.42105239629745483,0.6274834275245667,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,9,0.37336117029190063,0.6307947039604187,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,10,0.33069273829460144,0.6307947039604187,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,11,0.29265427589416504,0.6307947039604187,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,12,0.2589103877544403,0.6307947039604187,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,13,0.22912219166755676,0.6357616186141968,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,14,0.20296795666217804,0.637417197227478,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,15,0.18009571731090546,0.6407284736633301,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,16,0.16017374396324158,0.6407284736633301,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,17,0.14288471639156342,0.6523178815841675,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,18,0.12787964940071106,0.6572847962379456,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,19,0.11484913527965546,0.6622516512870789,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,20,0.10352872312068939,0.6622516512870789,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,21,0.09367107599973679,0.6672185659408569,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,22,0.08506302535533905,0.6738410592079163,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,23,0.0775197446346283,0.6788079738616943,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,24,0.07089261710643768,0.6837748289108276,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,25,0.06505728513002396,0.692052960395813,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,26,0.05989791452884674,0.692052960395813,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,27,0.05532393231987953,0.693708598613739,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,28,0.05126190558075905,0.6970198750495911,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,29,0.047651506960392,0.7003311514854431,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,30,0.044430460780858994,0.7003311514854431,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,31,0.04155321419239044,0.7019867300987244,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,32,0.03897455334663391,0.7019867300987244,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,33,0.03666054829955101,0.7036423683166504,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,34,0.034583091735839844,0.7069536447525024,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,35,0.0327175036072731,0.7119205594062805,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,36,0.0310454610735178,0.7135761380195618,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,37,0.029552297666668892,0.7135761380195618,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,38,0.028220338746905327,0.7135761380195618,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,39,0.02702660672366619,0.7152317762374878,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,40,0.02594817616045475,0.7168874144554138,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,41,0.02496473118662834,0.7168874144554138,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,42,0.024055998772382736,0.7168874144554138,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,43,0.02321045845746994,0.7185430526733398,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,44,0.02241959050297737,0.7185430526733398,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,45,0.02167678438127041,0.7201986908912659,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,46,0.020980747416615486,0.7218543291091919,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,47,0.020328430458903313,0.7218543291091919,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,48,0.019719546660780907,0.7218543291091919,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,49,0.019152039662003517,0.7218543291091919,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,50,0.01862230896949768,0.7218543291091919,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,51,0.018126968294382095,0.7218543291091919,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,52,0.017663976177573204,0.7185430526733398,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,53,0.01722969114780426,0.7185430526733398,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,54,0.016820942983031273,0.7201986908912659,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,55,0.016437044367194176,0.7185430526733398,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,56,0.016075683757662773,0.7185430526733398,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,57,0.015735287219285965,0.7201986908912659,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,58,0.015412036329507828,0.7201986908912659,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,59,0.01510508544743061,0.7201986908912659,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,60,0.014812643639743328,0.7201986908912659,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,61,0.014533123932778835,0.7201986908912659,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,62,0.014265532605350018,0.7201986908912659,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,63,0.014009126462042332,0.7201986908912659,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,64,0.01376345194876194,0.7201986908912659,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,65,0.013527816161513329,0.7218543291091919,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,66,0.013301742263138294,0.7235099077224731,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,67,0.013084755279123783,0.7235099077224731,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,68,0.012876578606665134,0.7235099077224731,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,69,0.012676160782575607,0.7218543291091919,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,70,0.012482432648539543,0.7218543291091919,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,71,0.01229469757527113,0.7218543291091919,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,72,0.01211268175393343,0.7218543291091919,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,73,0.011936020106077194,0.7235099077224731,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,74,0.01176436897367239,0.7235099077224731,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,75,0.011597719974815845,0.7218543291091919,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,76,0.011435997672379017,0.7218543291091919,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,77,0.011278566904366016,0.7201986908912659,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,78,0.011124937795102596,0.7201986908912659,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,79,0.010975325480103493,0.7201986908912659,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,80,0.010829739272594452,0.7201986908912659,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,81,0.010688181035220623,0.7201986908912659,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,82,0.010550146922469139,0.7201986908912659,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,83,0.010415530763566494,0.7201986908912659,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,84,0.010283689945936203,0.7201986908912659,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,85,0.01015455275774002,0.7201986908912659,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,86,0.010028130374848843,0.7201986908912659,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,87,0.009904744103550911,0.7201986908912659,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,88,0.009784454479813576,0.7201986908912659,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,89,0.009667073376476765,0.7201986908912659,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,90,0.009552264586091042,0.7201986908912659,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,91,0.009440028108656406,0.7201986908912659,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,92,0.009330404922366142,0.7185430526733398,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,93,0.009223166853189468,0.7168874144554138,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,94,0.009118226356804371,0.7152317762374878,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,95,0.009016108699142933,0.7152317762374878,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,96,0.008916212245821953,0.7152317762374878,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,97,0.008818319998681545,0.7152317762374878,False
ACM,hard,42,Reliability-Selected Project-and-Mean,128,0.001,0.0,98,0.00872239749878645,0.7119205594062805,False
