dataset,setting,seed,method,d_ref,lr,weight_decay,val_acc,test_acc,macro_f1,best_epoch,first_loss,best_loss,param_count,party_ids,role,selected
ACM,hard,42,Project-and-Mean,128,0.0003,0.0,0.5529801249504089,0.5238879919052124,0.5255415760788272,193,1.1071854829788208,0.006392533425241709,129027,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",main,False
ACM,hard,42,Project-and-Mean,128,0.0003,0.0001,0.5480132699012756,0.5354201197624207,0.5382042863210167,198,1.1281098127365112,0.007363811135292053,129027,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",main,False
ACM,hard,42,Project-and-Concat,32,0.001,0.0,0.4370861053466797,0.3756178021430969,0.3750721606086989,92,1.097848892211914,0.0004498558701016009,62179,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",main,False
ACM,hard,42,Project-and-Concat,32,0.001,0.0001,0.4271523058414459,0.38385501503944397,0.3789156678162515,32,1.0985430479049683,0.016054050996899605,62179,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",main,False
ACM,hard,42,Project-and-Concat,32,0.0003,0.0,0.45860928297042847,0.3855024576187134,0.38328924199790343,131,1.0936625003814697,0.010850442573428154,62179,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",main,False
ACM,hard,42,Project-and-Concat,32,0.0003,0.0001,0.41887417435646057,0.3706754446029663,0.36990591158755715,116,1.1062250137329102,0.014983023516833782,62179,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",main,False
ACM,hard,42,Project-and-Concat,64,0.001,0.0,0.4486754834651947,0.3723228871822357,0.37146241416402354,23,1.098915696144104,0.04683105647563934,124099,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",main,False
ACM,hard,42,Project-and-Concat,64,0.001,0.0001,0.43377482891082764,0.38220757246017456,0.3769910424345975,14,1.1018798351287842,0.287065327167511,124099,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",main,False
ACM,hard,42,Project-and-Concat,64,0.0003,0.0,0.4668874144554138,0.4168039560317993,0.40513750281949124,11,1.0942083597183228,0.9023498296737671,124099,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",main,True
ACM,hard,42,Project-and-Concat,64,0.0003,0.0001,0.44701987504959106,0.40032950043678284,0.40140281223638685,27,1.0988820791244507,0.5803365707397461,124099,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",main,False
ACM,hard,42,Project-and-Concat,128,0.001,0.0,0.45695364475250244,0.37726524472236633,0.3741276538744893,3,1.099326491355896,0.8265467882156372,247939,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",main,False
ACM,hard,42,Project-and-Concat,128,0.001,0.0001,0.44536423683166504,0.3937397003173828,0.3908193581808736,30,1.1089599132537842,0.0007051262073218822,247939,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",main,False
ACM,hard,42,Project-and-Concat,128,0.0003,0.0,0.45198675990104675,0.3739703595638275,0.37374369337882635,158,1.0974498987197876,0.0012244099052622914,247939,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",main,False
ACM,hard,42,Project-and-Concat,128,0.0003,0.0001,0.4668874144554138,0.3937397003173828,0.36964369280482995,28,1.1021158695220947,0.23473896086215973,247939,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",main,False
ACM,hard,42,Gated Fusion,32,0.001,0.0,0.38410595059394836,0.36243823170661926,0.2557244961857257,21,1.0994685888290405,0.9490088820457458,31794,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",main,False
