dataset,seed,method,adaptive_min_edges,best_val,test_at_best_val,macro_f1,macro_f1_at_best_val,best_observed_test,final_test,train_comm,inference_comm,final_edges,topology_update_comm,topology_eval_count,topology_update_time,useful_useful_edges,useful_noisy_edges,noisy_noisy_edges,selected_edges,useful_party_mask,party_view_names,party_reliabilities,party_permutation,prediction_cache_path,prediction_cache_fingerprint
ACM,42,adaptive_graph_val,5,0.8791390657424927,0.8336079120635986,0.834434517113447,0.834434517113447,0.8731465935707092,0.8484349250793457,0,90750,5,407700,7564,42.493571899976814,2,1,2,"[[1,2],[1,14],[2,6],[6,8],[9,14]]","[false, false, true, false, false, false, true, false, true, false, false, false, false, false, false]","[""RANDOM"", ""RANDOM"", ""PSP"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""KNN"", ""RANDOM"", ""PAP"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM""]","[0.3460264801979065, 0.33278146386146545, 0.695364236831665, 0.33112582564353943, 0.3526490032672882, 0.3592715263366699, 0.7764900922775269, 0.3460264801979065, 0.809602677822113, 0.36589404940605164, 0.3460264801979065, 0.3360927104949951, 0.3344370722770691, 0.33774834871292114, 0.3294701874256134]","[9, 12, 1, 13, 3, 8, 2, 4, 0, 11, 6, 10, 14, 5, 7]",C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\results\core_cache_v2\acm_hard_useful3_seed42_party_preds.pt,6cc21828a72da96ee6d41054c060e412e11d5d7c25af6103d3c45ace5829a8dc
ACM,43,adaptive_graph_val,5,0.9337748289108276,0.8863261938095093,0.8865876638872683,0.8865876638872683,0.9011532068252563,0.8896210789680481,0,90750,5,407700,7667,38.237029199983226,2,2,1,"[[7,12],[7,14],[8,13],[9,11],[11,12]]","[false, false, false, false, false, false, false, true, false, false, false, true, true, false, false]","[""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""PSP"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""PAP"", ""KNN"", ""RANDOM"", ""RANDOM""]","[0.3526490032672882, 0.3013245165348053, 0.34437087178230286, 0.34271523356437683, 0.3576158881187439, 0.34271523356437683, 0.33112582564353943, 0.6821191906929016, 0.3245033025741577, 0.36589404940605164, 0.30463576316833496, 0.8675496578216553, 0.8907284736633301, 0.32781457901000977, 0.3460264801979065]","[8, 4, 9, 13, 6, 3, 12, 1, 14, 11, 7, 0, 2, 10, 5]",C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\results\core_cache_v2\acm_hard_useful3_seed43_party_preds.pt,a32bccdb8fd6963f187be3505d94a56efc0619c5de973270db2f8e1f07e55fb8
ACM,44,adaptive_graph_val,5,0.8642383813858032,0.8319604396820068,0.8336397474159599,0.8336397474159599,0.8401976823806763,0.8336079120635986,0,90750,5,407700,7428,40.04316220007604,2,2,1,"[[5,10],[5,13],[7,11],[7,13],[10,11]]","[false, false, false, false, false, true, false, false, false, false, true, true, false, false, false]","[""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""PSP"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""KNN"", ""PAP"", ""RANDOM"", ""RANDOM"", ""RANDOM""]","[0.3228476941585541, 0.35430464148521423, 0.3360927104949951, 0.3526490032672882, 0.3526490032672882, 0.3509933650493622, 0.32615894079208374, 0.31456953287124634, 0.306291401386261, 0.31456953287124634, 0.7731788158416748, 0.8162251710891724, 0.33278146386146545, 0.3410595953464508, 0.3410595953464508]","[6, 11, 10, 4, 7, 1, 12, 14, 8, 9, 2, 0, 5, 3, 13]",C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\results\core_cache_v2\acm_hard_useful3_seed44_party_preds.pt,fafec304836823a69367da4b8d97dd4bd2c59bc53076953bcf7a7fc2e8760cb9
ACM,45,adaptive_graph_val,5,0.8692052960395813,0.8369027972221375,0.8376540267580372,0.8376540267580372,0.8533772230148315,0.8385502099990845,0,90750,5,407700,7400,40.87273630005075,2,2,1,"[[0,14],[4,8],[4,11],[5,8],[5,14]]","[false, false, false, false, true, true, false, false, true, false, false, false, false, false, false]","[""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""KNN"", ""PSP"", ""RANDOM"", ""RANDOM"", ""PAP"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM""]","[0.34437087178230286, 0.30298012495040894, 0.3410595953464508, 0.3178808093070984, 0.7367549538612366, 0.3509933650493622, 0.32615894079208374, 0.34933775663375854, 0.8195364475250244, 0.33278146386146545, 0.34271523356437683, 0.32781457901000977, 0.32615894079208374, 0.3112582862377167, 0.3476821184158325]","[10, 13, 11, 14, 2, 1, 5, 12, 0, 9, 8, 3, 4, 7, 6]",C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\results\core_cache_v2\acm_hard_useful3_seed45_party_preds.pt,d6f212aca1d6321753df32d17bf286dfed4606a73d440a4517c34fc7e8f39e03
ACM,46,adaptive_graph_val,5,0.9056291580200195,0.8879736065864563,0.8878508110838931,0.8878508110838931,0.8896210789680481,0.8649093508720398,0,90750,5,407700,7543,41.52066679994459,2,2,1,"[[1,4],[1,10],[2,8],[2,14],[4,8]]","[false, false, true, false, true, false, false, false, true, false, false, false, false, false, false]","[""RANDOM"", ""RANDOM"", ""PAP"", ""RANDOM"", ""PSP"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""KNN"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM"", ""RANDOM""]","[0.33774834871292114, 0.3708609342575073, 0.8145695328712463, 0.3791390657424927, 0.6771523356437683, 0.33774834871292114, 0.319536417722702, 0.3344370722770691, 0.7897350788116455, 0.3245033025741577, 0.33278146386146545, 0.31456953287124634, 0.34437087178230286, 0.30960264801979065, 0.31622517108917236]","[4, 9, 0, 5, 1, 8, 11, 12, 2, 14, 13, 7, 10, 6, 3]",C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\results\core_cache_v2\acm_hard_useful3_seed46_party_preds.pt,78fa04998aaceb78c35114d5073ab90b90977b56a927a7a8c3136b76bf7b72b8
