job_id,suite,setting,dataset,method,best_val_mean,best_val_std,best_val_count,test_at_best_val_mean,test_at_best_val_std,test_at_best_val_count,macro_f1_at_best_val_mean,macro_f1_at_best_val_std,macro_f1_at_best_val_count,best_observed_test_mean,best_observed_test_std,best_observed_test_count,final_test_mean,final_test_std,final_test_count,train_comm_mean,train_comm_std,train_comm_count,inference_comm_mean,inference_comm_std,inference_comm_count,final_edges_mean,final_edges_std,final_edges_count,topology_update_comm_mean,topology_update_comm_std,topology_update_comm_count,topology_eval_count_mean,topology_eval_count_std,topology_eval_count_count,topology_update_time_mean,topology_update_time_std,topology_update_time_count,useful_useful_edges_mean,useful_useful_edges_std,useful_useful_edges_count,useful_noisy_edges_mean,useful_noisy_edges_std,useful_noisy_edges_count,noisy_noisy_edges_mean,noisy_noisy_edges_std,noisy_noisy_edges_count,param_dataset,param_graph_views,param_num_parties,param_view_setting,param_useful_parties,param_epochs,param_seeds,param_methods,param_adaptive_edge_budget,param_adaptive_min_edges,param_adaptive_min_gain,param_max_degree,param_pred_consensus_steps,param_pred_self_weight,param_vote_weighting,param_reliability_power,param_topology_degree_power,param_final_reliability_floor,param_topk_reliability_k,param_matched_edge_count,param_readout_mode,param_validation_evaluator,param_active_party_id,param_device,param_shuffle_party_positions,param_party_shuffle_seed_offset,param_cache_predictions,param_reuse_prediction_cache,param_cache_dir,param_skip_local_training_if_cache_exists,param_modality_setting,param_modalities,param_modality_dim,param_ignore_dataset_split
active_party_evaluator/acm_hard_noisy_active_party,active_party_evaluator,hard_noisy,ACM,adaptive_graph_val,0.8877483367919922,0.01568048605091352,5,0.8507413268089294,0.01958313877109763,5,0.8509236626929765,0.019865744220779077,5,0.8724876165390014,0.008286524337021756,5,0.8576605916023254,0.01844110222563255,5,0.0,0.0,5,90750.0,0.0,5,5.0,0.0,5,407700.0,0.0,5,7485.2,45.38942608141235,5,23.68181938001653,1.6138155457808798,5,2.2,0.4472135954999579,5,1.6,0.8944271909999159,5,1.2,0.4472135954999579,5,ACM,"PAP,PSP,KNN",15,hard,3,300,"42,43,44,45,46",adaptive_graph_val,15,5,0.001,2,1,0.85,topology_reliability,1.0,0.5,0.0,5,5,active_vote,active_party,0,cuda,,,,,,,,,,
active_party_evaluator/acm_hard_noisy_all_parties,active_party_evaluator,hard_noisy,ACM,adaptive_graph_val,0.8870860815048218,0.015010637125000219,5,0.8537067294120788,0.016367034019216183,5,0.8537380756980113,0.016766004615543152,5,0.8708401799201966,0.014295812001707525,5,0.8583195924758911,0.008319191986850761,5,0.0,0.0,5,90750.0,0.0,5,5.0,0.0,5,407700.0,0.0,5,7473.6,36.97701989073763,5,25.07390281999833,1.0281376615009443,5,2.0,0.0,5,2.0,0.0,5,1.0,0.0,5,ACM,"PAP,PSP,KNN",15,hard,3,300,"42,43,44,45,46",adaptive_graph_val,15,5,0.001,2,1,0.85,topology_reliability,1.0,0.5,0.0,5,5,active_vote,all_parties,0,cuda,,,,,,,,,,
active_party_evaluator/acm_main_active_party,active_party_evaluator,main,ACM,adaptive_graph_val,0.9208609342575074,0.012300781027483864,5,0.8935749292373657,0.008037105260302931,5,0.8938428265414313,0.008432626468986421,5,0.9067544937133789,0.011088189855944553,5,0.8939044237136841,0.009718524578368916,5,0.0,0.0,5,94380.0,8116.926758324236,5,5.2,0.44721359549995787,5,407700.0,0.0,5,7898.0,103.35134251667945,5,25.91085467999801,1.1801854222802093,5,3.8,1.0954451150103321,5,1.2,1.0954451150103321,5,0.2,0.447213595499958,5,ACM,"PAP,PSP,KNN",15,hard,6,300,"42,43,44,45,46",adaptive_graph_val,15,5,0.001,2,1,0.85,topology_reliability,1.0,0.5,0.0,5,5,active_vote,active_party,0,cuda,,,,,,,,,,
active_party_evaluator/acm_main_all_parties,active_party_evaluator,main,ACM,adaptive_graph_val,0.9208609342575074,0.010232796106062782,5,0.8965403437614441,0.015775965819979653,5,0.8968385079725202,0.015918050241753422,5,0.9087314367294311,0.010840658609834785,5,0.8919275045394898,0.011742032740835366,5,0.0,0.0,5,90750.0,0.0,5,5.0,0.0,5,407700.0,0.0,5,7891.8,170.43825861584014,5,25.809282299980985,1.4844964067759188,5,3.4,0.5477225575051662,5,1.4,0.5477225575051661,5,0.2,0.447213595499958,5,ACM,"PAP,PSP,KNN",15,hard,6,300,"42,43,44,45,46",adaptive_graph_val,15,5,0.001,2,1,0.85,topology_reliability,1.0,0.5,0.0,5,5,active_vote,all_parties,0,cuda,,,,,,,,,,
active_party_evaluator/dblp_hard_noisy_active_party,active_party_evaluator,hard_noisy,DBLP,adaptive_graph_val,0.913086473941803,0.011535124047315572,5,0.8918918609619141,0.007057192874140433,5,0.8831241518477645,0.008718405754317284,5,0.9054053783416748,0.006324097052862332,5,0.8928746700286865,0.008121129545967958,5,0.0,0.0,5,175262.4,17776.88332638767,5,5.4,0.547722557505166,5,729000.0,0.0,5,7831.6,89.97388510006662,5,23.812382080015958,4.681411453927575,5,0.8,0.4472135954999579,5,2.6,0.5477225575051661,5,2.0,0.0,5,DBLP,"APA,APCPA,APTPA,KNN",15,hard,3,300,"42,43,44,45,46",adaptive_graph_val,15,5,0.001,2,1,0.85,topology_reliability,1.0,0.5,0.0,5,5,active_vote,active_party,0,cuda,,,,,,,,,,
active_party_evaluator/dblp_hard_noisy_all_parties,active_party_evaluator,hard_noisy,DBLP,adaptive_graph_val,0.9135802984237671,0.012499054633320943,5,0.8941031575202942,0.007131658234011398,5,0.8853013361156574,0.008210794584149072,5,0.9049139857292176,0.005397021702444846,5,0.8923832774162292,0.005801335849947999,5,0.0,0.0,5,162280.0,0.0,5,5.0,0.0,5,729000.0,0.0,5,7779.2,90.38639278121468,5,26.735764699976425,1.285285451494846,5,1.0,0.0,5,2.4,0.5477225575051661,5,1.6,0.5477225575051662,5,DBLP,"APA,APCPA,APTPA,KNN",15,hard,3,300,"42,43,44,45,46",adaptive_graph_val,15,5,0.001,2,1,0.85,topology_reliability,1.0,0.5,0.0,5,5,active_vote,all_parties,0,cuda,,,,,,,,,,
active_party_evaluator/dblp_main_active_party,active_party_evaluator,main,DBLP,adaptive_graph_val,0.9306173324584961,0.008790613585776002,5,0.9105651021003723,0.008918285192661296,5,0.9032769762758746,0.010661861634544712,5,0.9226044058799744,0.010093183435024862,5,0.9103193998336792,0.014300306799886978,5,0.0,0.0,5,168771.2,14514.764455546634,5,5.2,0.44721359549995787,5,729000.0,0.0,5,7918.0,120.71039723238425,5,27.48942783997627,0.5525996082471395,5,2.0,0.0,5,2.2,0.447213595499958,5,1.0,0.7071067811865476,5,DBLP,"APA,APCPA,APTPA,KNN",15,hard,6,300,"42,43,44,45,46",adaptive_graph_val,15,5,0.001,2,1,0.85,topology_reliability,1.0,0.5,0.0,5,5,active_vote,active_party,0,cuda,,,,,,,,,,
active_party_evaluator/dblp_main_all_parties,active_party_evaluator,main,DBLP,adaptive_graph_val,0.9320988059043884,0.008773260268194813,5,0.9162161946296692,0.012080611799893176,5,0.9097377498722373,0.013946521659215578,5,0.9235872030258179,0.009727685246966093,5,0.914004898071289,0.011910760927713723,5,0.0,0.0,5,162280.0,0.0,5,5.0,0.0,5,729000.0,0.0,5,7920.0,216.60909491524117,5,26.26629438000382,1.4603804723258014,5,2.0,0.0,5,2.2,0.8366600265340756,5,0.8,0.8366600265340756,5,DBLP,"APA,APCPA,APTPA,KNN",15,hard,6,300,"42,43,44,45,46",adaptive_graph_val,15,5,0.001,2,1,0.85,topology_reliability,1.0,0.5,0.0,5,5,active_vote,all_parties,0,cuda,,,,,,,,,,
central_baselines/acm_hard_noisy,central_baselines,hard_noisy,ACM,central_full_gcn,0.7546357631683349,0.015592804671582677,5,0.7449752688407898,0.006732390860663296,5,0.746963377834435,0.007604375160521184,5,0.7545304656028747,0.011473127071685732,5,0.6827017903327942,0.022486279017845685,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,ACM,"PAP,PSP,KNN",15,hard,3,300,"42,43,44,45,46","central_fusion,central_full_gcn",15,5,0.001,2,1,0.85,topology_reliability,1.0,0.5,0.0,5,5,active_vote,all_parties,0,cuda,,,,,,,,,,
central_baselines/acm_hard_noisy,central_baselines,hard_noisy,ACM,central_fusion,0.37152317762374876,0.016745617754993444,5,0.3485996603965759,0.005894078917048877,5,0.30735084772137294,0.07507659632782247,5,0.38056011795997613,0.015801747510416065,5,0.3390444815158844,0.01125821882188103,5,871200000.0,0.0,5,2904000.0,0.0,5,105.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,ACM,"PAP,PSP,KNN",15,hard,3,300,"42,43,44,45,46","central_fusion,central_full_gcn",15,5,0.001,2,1,0.85,topology_reliability,1.0,0.5,0.0,5,5,active_vote,all_parties,0,cuda,,,,,,,,,,
central_baselines/acm_main,central_baselines,main,ACM,central_full_gcn,0.7605960249900818,0.011565718841664368,5,0.756507408618927,0.014046817336335308,5,0.7578232224120623,0.015171015906526003,5,0.7601317882537841,0.011625867472875704,5,0.6879736304283142,0.024368854349861947,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,ACM,"PAP,PSP,KNN",15,hard,6,300,"42,43,44,45,46","central_fusion,central_full_gcn",15,5,0.001,2,1,0.85,topology_reliability,1.0,0.5,0.0,5,5,active_vote,all_parties,0,cuda,,,,,,,,,,
central_baselines/acm_main,central_baselines,main,ACM,central_fusion,0.37384105920791627,0.01321396183684224,5,0.34069191217422484,0.01912031735072175,5,0.30420647964506997,0.07573301239653364,5,0.36606259346008296,0.01594707873038008,5,0.3400329351425171,0.013363618682752541,5,871200000.0,0.0,5,2904000.0,0.0,5,105.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,ACM,"PAP,PSP,KNN",15,hard,6,300,"42,43,44,45,46","central_fusion,central_full_gcn",15,5,0.001,2,1,0.85,topology_reliability,1.0,0.5,0.0,5,5,active_vote,all_parties,0,cuda,,,,,,,,,,
central_baselines/dblp_hard_noisy,central_baselines,hard_noisy,DBLP,central_full_gcn,0.9138272047042847,0.011159028506024245,5,0.8995085835456849,0.010293046302585198,5,0.8907527587363189,0.012383487349713373,5,0.9090909004211426,0.011090585683119535,5,0.8987714767456054,0.01327690520283303,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,DBLP,"APA,APCPA,APTPA,KNN",15,hard,3,300,"42,43,44,45,46","central_fusion,central_full_gcn",15,5,0.001,2,1,0.85,topology_reliability,1.0,0.5,0.0,5,5,active_vote,all_parties,0,cuda,,,,,,,,,,
central_baselines/dblp_hard_noisy,central_baselines,hard_noisy,DBLP,central_fusion,0.6622222542762757,0.06223007344207524,5,0.6530712246894836,0.05492375735167479,5,0.6161879206026339,0.05994190413800843,5,0.6643734455108643,0.0635112507245694,5,0.6471744298934936,0.05292831112920236,5,1168416000.0,0.0,5,3894720.0,0.0,5,105.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,DBLP,"APA,APCPA,APTPA,KNN",15,hard,3,300,"42,43,44,45,46","central_fusion,central_full_gcn",15,5,0.001,2,1,0.85,topology_reliability,1.0,0.5,0.0,5,5,active_vote,all_parties,0,cuda,,,,,,,,,,
central_baselines/dblp_main,central_baselines,main,DBLP,central_full_gcn,0.9133333683013916,0.011021594537900059,5,0.8997542858123779,0.011346195804151764,5,0.8909799000248626,0.013372486145522947,5,0.9088451981544494,0.011001776825323408,5,0.8985257744789124,0.013613653604883475,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,DBLP,"APA,APCPA,APTPA,KNN",15,hard,6,300,"42,43,44,45,46","central_fusion,central_full_gcn",15,5,0.001,2,1,0.85,topology_reliability,1.0,0.5,0.0,5,5,active_vote,all_parties,0,cuda,,,,,,,,,,
central_baselines/dblp_main,central_baselines,main,DBLP,central_fusion,0.7804938554763794,0.07302446303538432,5,0.7820638537406921,0.08585719319962651,5,0.7680767336450385,0.08963731112115966,5,0.7874692678451538,0.08864382231001094,5,0.7764127492904663,0.0829260928642474,5,1168416000.0,0.0,5,3894720.0,0.0,5,105.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,DBLP,"APA,APCPA,APTPA,KNN",15,hard,6,300,"42,43,44,45,46","central_fusion,central_full_gcn",15,5,0.001,2,1,0.85,topology_reliability,1.0,0.5,0.0,5,5,active_vote,all_parties,0,cuda,,,,,,,,,,
consensus/acm_hard_noisy_default,consensus,hard_noisy,ACM,adaptive_graph_val,0.8903973460197449,0.02904202733393718,5,0.8553541898727417,0.029085707022040122,5,0.856033353251721,0.02851183731598348,5,0.8714991569519043,0.02509316430233685,5,0.8550246953964233,0.022738340530757455,5,0.0,0.0,5,90750.0,0.0,5,5.0,0.0,5,407700.0,0.0,5,7520.4,108.32497403646124,5,10.664907259991741,0.3252900776180811,5,2.0,0.0,5,1.8,0.4472135954999579,5,1.2,0.4472135954999579,5,ACM,"PAP,PSP,KNN",15,hard,3,300,"42,43,44,45,46",adaptive_graph_val,15,5,0.001,2,1,0.85,topology_reliability,1.0,0.5,0.0,5,5,active_vote,all_parties,0,cuda,True,2026.0,True,True,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\results\core_cache_v2,True,,,,
consensus/acm_hard_noisy_reliability,consensus,hard_noisy,ACM,adaptive_graph_val,0.7917218446731568,0.06743921311655189,5,0.7614497303962707,0.044821439143978396,5,0.7613629502889043,0.04522687337662563,5,0.7871498942375184,0.0416024949953695,5,0.7736408352851868,0.05103893723512996,5,0.0,0.0,5,116160.0,20694.183965549353,5,6.4,1.140175425099138,5,407700.0,0.0,5,8688.8,134.3547542887855,5,13.294175799991354,0.23293436869522952,5,1.4,0.5477225575051662,5,1.4,0.8944271909999159,5,3.6,1.140175425099138,5,ACM,"PAP,PSP,KNN",15,hard,3,300,"42,43,44,45,46",adaptive_graph_val,15,5,0.001,2,1,0.85,reliability,1.0,0.5,0.0,5,5,active_vote,all_parties,0,cuda,True,2026.0,True,True,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\results\core_cache_v2,True,,,,
consensus/acm_hard_noisy_self0p70,consensus,hard_noisy,ACM,adaptive_graph_val,0.8903973579406739,0.030492364096004445,5,0.8537067294120788,0.027080350720717388,5,0.853845993802198,0.027051849352932665,5,0.8747940540313721,0.022797935289413963,5,0.8556836724281311,0.027851110217921835,5,0.0,0.0,5,90750.0,0.0,5,5.0,0.0,5,407700.0,0.0,5,7548.2,132.26564179710476,5,10.675445040024352,0.3327619250749538,5,2.0,0.0,5,1.8,0.4472135954999579,5,1.2,0.4472135954999579,5,ACM,"PAP,PSP,KNN",15,hard,3,300,"42,43,44,45,46",adaptive_graph_val,15,5,0.001,2,1,0.7,topology_reliability,1.0,0.5,0.0,5,5,active_vote,all_parties,0,cuda,True,2026.0,True,True,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\results\core_cache_v2,True,,,,
consensus/acm_hard_noisy_self0p95,consensus,hard_noisy,ACM,adaptive_graph_val,0.8913907289505005,0.02974609784019444,5,0.8563426494598388,0.03139672526931737,5,0.8569537997054517,0.031186060073399982,5,0.8734760999679565,0.021492692765009324,5,0.8546951889991761,0.025691710035116177,5,0.0,0.0,5,90750.0,0.0,5,5.0,0.0,5,407700.0,0.0,5,7558.4,124.44195434016628,5,10.837759920003009,0.2271212053762316,5,2.0,0.0,5,2.0,0.0,5,1.0,0.0,5,ACM,"PAP,PSP,KNN",15,hard,3,300,"42,43,44,45,46",adaptive_graph_val,15,5,0.001,2,1,0.95,topology_reliability,1.0,0.5,0.0,5,5,active_vote,all_parties,0,cuda,True,2026.0,True,True,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\results\core_cache_v2,True,,,,
consensus/acm_hard_noisy_steps0,consensus,hard_noisy,ACM,adaptive_graph_val,0.8913907408714294,0.030293949557389867,5,0.8576606035232544,0.028286219389885587,5,0.8584782988882464,0.02788228644513462,5,0.8751235485076905,0.023628072952484855,5,0.8514003038406373,0.02558584351834209,5,0.0,0.0,5,0.0,0.0,5,5.0,0.0,5,407700.0,0.0,5,7510.8,61.458929375640736,5,4.347983640013263,0.0799930922161282,5,2.0,0.0,5,1.8,0.4472135954999579,5,1.2,0.4472135954999579,5,ACM,"PAP,PSP,KNN",15,hard,3,300,"42,43,44,45,46",adaptive_graph_val,15,5,0.001,2,0,0.85,topology_reliability,1.0,0.5,0.0,5,5,active_vote,all_parties,0,cuda,True,2026.0,True,True,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\results\core_cache_v2,True,,,,
consensus/acm_hard_noisy_steps2,consensus,hard_noisy,ACM,adaptive_graph_val,0.8894039750099182,0.031812230210272296,5,0.8517297863960266,0.03044435189873311,5,0.8519025867854506,0.03057018456400708,5,0.8757825136184693,0.02296400671766833,5,0.8533772468566895,0.02358784634357449,5,0.0,0.0,5,181500.0,0.0,5,5.0,0.0,5,407700.0,0.0,5,7532.8,118.41748181750859,5,17.105132100000628,0.3951121212788423,5,2.0,0.0,5,1.8,0.4472135954999579,5,1.2,0.4472135954999579,5,ACM,"PAP,PSP,KNN",15,hard,3,300,"42,43,44,45,46",adaptive_graph_val,15,5,0.001,2,2,0.85,topology_reliability,1.0,0.5,0.0,5,5,active_vote,all_parties,0,cuda,True,2026.0,True,True,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\results\core_cache_v2,True,,,,
consensus/acm_hard_noisy_uniform,consensus,hard_noisy,ACM,adaptive_graph_val,0.6225165486335754,0.05235559005687023,5,0.6026359081268311,0.05740587609263144,5,0.602104269284027,0.05718525141794116,5,0.6247116923332214,0.05532331688279248,5,0.597364068031311,0.05065194172739348,5,0.0,0.0,5,94380.0,8116.926758324236,5,5.2,0.44721359549995787,5,407700.0,0.0,5,8382.4,295.1733389044476,5,11.650397000001977,0.7088480780453474,5,1.0,0.0,5,3.4,0.8944271909999159,5,0.8,0.8366600265340756,5,ACM,"PAP,PSP,KNN",15,hard,3,300,"42,43,44,45,46",adaptive_graph_val,15,5,0.001,2,1,0.85,uniform,1.0,0.5,0.0,5,5,active_vote,all_parties,0,cuda,True,2026.0,True,True,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\results\core_cache_v2,True,,,,
consensus/acm_main_default,consensus,main,ACM,adaptive_graph_val,0.9261589288711548,0.01834688320583692,5,0.8952223896980286,0.017065175636923915,5,0.8952506338677987,0.017319880763218495,5,0.9097199082374573,0.010828138362839896,5,0.8971993207931519,0.016703503692933018,5,0.0,0.0,5,90750.0,0.0,5,5.0,0.0,5,407700.0,0.0,5,7954.8,196.7046008612916,5,18.784009860007792,6.810686454098641,5,3.4,0.5477225575051661,5,1.4,0.5477225575051662,5,0.2,0.4472135954999579,5,ACM,"PAP,PSP,KNN",15,hard,6,300,"42,43,44,45,46",adaptive_graph_val,15,5,0.001,2,1,0.85,topology_reliability,1.0,0.5,0.0,5,5,active_vote,all_parties,0,cuda,True,2026.0,True,True,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\results\core_cache_v2,True,,,,
consensus/acm_main_reliability,consensus,main,ACM,adaptive_graph_val,0.884437084197998,0.028566181218970022,5,0.8619439721107482,0.02310540305255347,5,0.8621681695110144,0.022388182481193196,5,0.8701812148094177,0.022115092095096416,5,0.85897855758667,0.026219783808917537,5,0.0,0.0,5,105270.0,23664.704730885616,5,5.8,1.3038404810405297,5,407700.0,0.0,5,8554.0,74.17883795261295,5,26.244414980040165,2.5848056643974266,5,1.8,0.8366600265340756,5,2.2,0.8366600265340757,5,1.8,0.4472135954999579,5,ACM,"PAP,PSP,KNN",15,hard,6,300,"42,43,44,45,46",adaptive_graph_val,15,5,0.001,2,1,0.85,reliability,1.0,0.5,0.0,5,5,active_vote,all_parties,0,cuda,True,2026.0,True,True,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\results\core_cache_v2,True,,,,
consensus/acm_main_self0p70,consensus,main,ACM,adaptive_graph_val,0.9268211841583252,0.017340686383886122,5,0.898187792301178,0.01908479007979768,5,0.8982476993086685,0.019306181731000155,5,0.9070840001106262,0.016333827489510105,5,0.898187780380249,0.020721192374269247,5,0.0,0.0,5,94380.0,8116.926758324236,5,5.2,0.4472135954999579,5,407700.0,0.0,5,8007.6,144.06179229761096,5,26.504747540008974,1.5865940135757022,5,3.6,0.8944271909999159,5,1.4,0.8944271909999159,5,0.2,0.447213595499958,5,ACM,"PAP,PSP,KNN",15,hard,6,300,"42,43,44,45,46",adaptive_graph_val,15,5,0.001,2,1,0.7,topology_reliability,1.0,0.5,0.0,5,5,active_vote,all_parties,0,cuda,True,2026.0,True,True,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\results\core_cache_v2,True,,,,
consensus/acm_main_self0p95,consensus,main,ACM,adaptive_graph_val,0.92649005651474,0.017309043263737858,5,0.8968698263168335,0.020129878973209298,5,0.8970630960079594,0.02052973340783752,5,0.9097199201583862,0.014333739688529393,5,0.8988467693328858,0.018733140654526696,5,0.0,0.0,5,90750.0,0.0,5,5.0,0.0,5,407700.0,0.0,5,7915.0,156.925141389135,5,24.571030959987546,3.177478802005039,5,3.8,0.8366600265340755,5,1.2,0.8366600265340756,5,0.0,0.0,5,ACM,"PAP,PSP,KNN",15,hard,6,300,"42,43,44,45,46",adaptive_graph_val,15,5,0.001,2,1,0.95,topology_reliability,1.0,0.5,0.0,5,5,active_vote,all_parties,0,cuda,True,2026.0,True,True,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\results\core_cache_v2,True,,,,
consensus/acm_main_steps0,consensus,main,ACM,adaptive_graph_val,0.92649005651474,0.016786473154996095,5,0.8965403318405152,0.016816857614728255,5,0.896589207940216,0.017384383357545736,5,0.9090609431266785,0.01380320788515194,5,0.8952223658561707,0.01965231386574293,5,0.0,0.0,5,0.0,0.0,5,5.0,0.0,5,407700.0,0.0,5,7925.2,84.53519976909016,5,5.10584583998425,0.11481786816557546,5,3.2,1.3038404810405297,5,1.8,1.3038404810405297,5,0.0,0.0,5,ACM,"PAP,PSP,KNN",15,hard,6,300,"42,43,44,45,46",adaptive_graph_val,15,5,0.001,2,0,0.85,topology_reliability,1.0,0.5,0.0,5,5,active_vote,all_parties,0,cuda,True,2026.0,True,True,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\results\core_cache_v2,True,,,,
consensus/acm_main_steps2,consensus,main,ACM,adaptive_graph_val,0.9251655578613281,0.017961845004366643,5,0.8958813667297363,0.01936714246461607,5,0.8957834596341396,0.019302502217110468,5,0.9077429652214051,0.017356934095337218,5,0.8958813667297363,0.01926175242978442,5,0.0,0.0,5,188760.0,16233.853516648473,5,5.2,0.4472135954999579,5,407700.0,0.0,5,7918.0,102.38163897887152,5,26.018470199988222,7.144497453440108,5,3.6,0.5477225575051662,5,1.4,0.8944271909999159,5,0.2,0.447213595499958,5,ACM,"PAP,PSP,KNN",15,hard,6,300,"42,43,44,45,46",adaptive_graph_val,15,5,0.001,2,2,0.85,topology_reliability,1.0,0.5,0.0,5,5,active_vote,all_parties,0,cuda,True,2026.0,True,True,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\results\core_cache_v2,True,,,,
consensus/acm_main_uniform,consensus,main,ACM,adaptive_graph_val,0.7549668908119201,0.040027200158009674,5,0.7492586255073548,0.045691031966194395,5,0.7481501569014823,0.04574293110923798,5,0.7545304656028747,0.042050241206054204,5,0.7370675206184387,0.04186588689442528,5,0.0,0.0,5,116160.0,20694.183965549353,5,6.4,1.1401754250991378,5,407700.0,0.0,5,8542.2,150.88306730710386,5,23.14115099995397,4.279726065168022,5,2.0,0.0,5,3.6,0.5477225575051661,5,0.8,0.8366600265340756,5,ACM,"PAP,PSP,KNN",15,hard,6,300,"42,43,44,45,46",adaptive_graph_val,15,5,0.001,2,1,0.85,uniform,1.0,0.5,0.0,5,5,active_vote,all_parties,0,cuda,True,2026.0,True,True,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\results\core_cache_v2,True,,,,
consensus/dblp_hard_noisy_default,consensus,hard_noisy,DBLP,adaptive_graph_val,0.9125926256179809,0.009968694909089996,5,0.9024569869041443,0.011412513215862362,5,0.8953847599699282,0.012701452682714122,5,0.907862377166748,0.010093163484203511,5,0.896068787574768,0.010300387847290584,5,0.0,0.0,5,162280.0,0.0,5,5.0,0.0,5,729000.0,0.0,5,7637.0,75.50496672405065,5,10.759927360006259,0.18076571269524866,5,1.0,0.0,5,2.4,0.5477225575051661,5,1.6,0.5477225575051661,5,DBLP,"APA,APCPA,APTPA,KNN",15,hard,3,300,"42,43,44,45,46",adaptive_graph_val,15,5,0.001,2,1,0.85,topology_reliability,1.0,0.5,0.0,5,5,active_vote,all_parties,0,cuda,True,2026.0,True,True,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\results\core_cache_v2,True,,,,
consensus/dblp_hard_noisy_reliability,consensus,hard_noisy,DBLP,adaptive_graph_val,0.8837037324905396,0.012388803359141769,5,0.8800982594490051,0.014884658651724251,5,0.8686132526753086,0.01675381377874278,5,0.8830466747283936,0.014415934794780528,5,0.8687960505485535,0.014879587511880375,5,0.0,0.0,5,162280.0,0.0,5,5.0,0.0,5,729000.0,0.0,5,8576.2,138.00615928283756,5,12.989358800006448,0.40866258215328083,5,0.0,0.0,5,2.0,0.7071067811865476,5,3.0,0.7071067811865476,5,DBLP,"APA,APCPA,APTPA,KNN",15,hard,3,300,"42,43,44,45,46",adaptive_graph_val,15,5,0.001,2,1,0.85,reliability,1.0,0.5,0.0,5,5,active_vote,all_parties,0,cuda,True,2026.0,True,True,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\results\core_cache_v2,True,,,,
consensus/dblp_hard_noisy_self0p70,consensus,hard_noisy,DBLP,adaptive_graph_val,0.9130864620208741,0.011828692479709876,5,0.8982800841331482,0.010329641239535748,5,0.891015642601056,0.01088233970840662,5,0.9068795800209045,0.011667526391254261,5,0.8975429892539978,0.0100781938492551,5,0.0,0.0,5,168771.2,14514.764455546632,5,5.2,0.44721359549995787,5,729000.0,0.0,5,7789.8,130.99312959083016,5,11.27919090000214,0.32801910470462614,5,1.2,0.4472135954999579,5,2.0,0.7071067811865476,5,2.0,0.7071067811865476,5,DBLP,"APA,APCPA,APTPA,KNN",15,hard,3,300,"42,43,44,45,46",adaptive_graph_val,15,5,0.001,2,1,0.7,topology_reliability,1.0,0.5,0.0,5,5,active_vote,all_parties,0,cuda,True,2026.0,True,True,C:\Users\Yin Kuan\OneDrive\桌面\Durham_CS\Research\TA-DVFG\results\core_cache_v2,True,,,,
